ID,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,Location
173545,ELEC,UNITED ORD LOT UNITED 6,5600 Bessie Coleman Dr,,Chicago,IL,60666,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.981234,-87.888678,12/13/2023,12/12/2023 06:27:23 PM +0000,,,,01/27/2021,,,,,"(41.981234, -87.888678)"
257930,ELEC,SOLDIER FIELD STATION 04,1410 Museum Campus Dr,,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.862187,-87.615146,12/13/2023,12/12/2023 06:39:26 PM +0000,,,,04/06/2023,,,,,"(41.862187, -87.615146)"
154393,ELEC,222 N LaSalle Parking Garage,222 N La Salle St,,Chicago,IL,60601,,855-900-7584,E,,Public,24 hours daily,,,,,,4,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,200-9,41.886578,-87.632776,12/13/2023,12/12/2023 07:18:09 PM +0000,,,,03/10/2020,,,,,"(41.886578, -87.632776)"
256685,ELEC,PARC HURON RIGHT STATION,469 W Huron St,,Chicago,IL,60654,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.894538,-87.64123,12/13/2023,12/12/2023 06:54:46 PM +0000,,,,03/18/2023,,,,,"(41.894538, -87.64123)"
202796,ELEC,INTERPARK LAKE N WELLS 1,177 N Wells St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.885387,-87.63364,12/13/2023,12/12/2023 06:54:49 PM +0000,,,,12/18/2021,,,,,"(41.885387, -87.63364)"
235607,ELEC,TPM AVRA STATION 1,1125 W Van Buren Ave,,Chicago,IL,60607,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.87582,-87.64171,12/13/2023,12/12/2023 06:49:53 PM +0000,,,,11/03/2022,,,,,"(41.87582, -87.64171)"
114158,ELEC,Loews Chicago Hotel - Tesla Destination,455 N Park Dr,,Chicago,IL,60611,,312-840-6600  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.889755,-87.618659,10/06/2022,01/18/2023 09:15:20 AM +0000,P,,,12/01/2015,,,,,"(41.889755, -87.618659)"
19924,LPG,U-Haul,1700 N Cicero Ave,Between North and Grand,Chicago,IL,60639,,773-889-8194,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,41.911872,-87.746203,02/13/2023,02/14/2023 09:54:11 AM +0000,P,,,11/01/2000,,,true,,"(41.911872, -87.746203)"
36321,E85,City of Chicago FS#8,10420 S Vincennes,104th and Vincennes,Chicago,IL,60643,,,E,,Private - Government only,,,,,,,,,,,,200-8,41.704048,-87.657047,09/14/2023,09/14/2023 09:01:49 AM +0000,LG,,,10/15/2011,,,,false,"(41.704048, -87.657047)"
104690,ELEC,UNITED ORD LOT UNITED 7,5600 Bessie Coleman Dr,,Chicago,IL,60666,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.981125,-87.88858,12/13/2023,12/12/2023 06:27:23 PM +0000,,,,11/14/2018,,,,,"(41.981125, -87.88858)"
163455,ELEC,PEOPLES GAS EV4,4341 W 35th Pl Logistics Support,,Chicago,IL,60646,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.989297,-87.73032,12/13/2023,12/12/2023 06:40:47 PM +0000,,,,06/18/2020,,,,,"(41.989297, -87.73032)"
180626,ELEC,PEOPLES GAS EV3,4341 W 35th Pl Logistics Support,,Chicago,IL,60646,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.989377,-87.73017,12/13/2023,12/12/2023 06:40:47 PM +0000,,,,01/27/2021,,,,,"(41.989377, -87.73017)"
256132,ELEC,Whole Foods Lakeview,3201 N Ashland Ave,,Chicago,IL,60657,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,41.939834,-87.66812,12/12/2023,12/12/2023 05:56:15 PM +0000,,,,03/09/2023,,,,,"(41.939834, -87.66812)"
123556,ELEC,SP PLUS CORP MCCORMICK 2,2301 S Prairie Ave,,Chicago,IL,60616,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.851167,-87.620557,12/13/2023,12/12/2023 06:30:44 PM +0000,,,,06/05/2019,,,,,"(41.851167, -87.620557)"
207785,ELEC,THOR816WFULTON STATION 1,800 W Fulton Market,,Chicago,IL,60607,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.88694,-87.64766,12/13/2023,12/12/2023 06:50:29 PM +0000,,,,03/09/2022,,,,,"(41.88694, -87.64766)"
180605,ELEC,BUCK MANAGEMENT LEVEL 2 249,845 W Madison St,,Chicago,IL,60607,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.880822,-87.649123,12/13/2023,12/12/2023 06:40:54 PM +0000,,,,01/27/2021,,,,,"(41.880822, -87.649123)"
76523,ELEC,PRUDENTIALPLAZA STATION 01,130 E Randolph St,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.88536,-87.623191,12/13/2023,12/12/2023 06:16:27 PM +0000,,,,06/24/2016,,,,,"(41.88536, -87.623191)"
190810,ELEC,Target - Tesla Supercharger,2656 North Elston Avenue,,Chicago,IL,60647,,877-798-3752,E,,Public,24 hours daily,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,41.92780291,-87.68588061,07/01/2023,07/14/2023 02:41:28 PM +0000,P,,,06/01/2021,,,,,"(41.92780291, -87.68588061)"
171696,ELEC,900 SELF PARK 8TH FLOOR,911 North Rush Street,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.899844,-87.626701,12/13/2023,12/12/2023 06:10:12 PM +0000,,,,01/27/2021,,,,,"(41.899844, -87.626701)"
212708,ELEC,320 S CANAL EV2,320 S Canal St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.87712,-87.64055,12/13/2023,12/12/2023 06:52:57 PM +0000,,,,03/25/2022,,,,,"(41.87712, -87.64055)"
256683,ELEC,PARC HURON LEFT STATION,469 W Huron St,,Chicago,IL,60654,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.894565,-87.641248,12/13/2023,12/12/2023 06:36:36 PM +0000,,,,03/18/2023,,,,,"(41.894565, -87.641248)"
173549,ELEC,UNITED ORD LOT UNITED 1,5600 Bessie Coleman Dr,,Chicago,IL,60666,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.98117,-87.888711,12/13/2023,12/12/2023 06:27:22 PM +0000,,,,01/27/2021,,,,,"(41.98117, -87.888711)"
186148,ELEC,NORTH + VINE STATION 1,633 W. North Ave,,Chicago,IL,60610,,888-758-4389,T,11/24/2023,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.910583,-87.64479,12/13/2023,12/12/2023 06:38:51 PM +0000,,,,03/13/2021,,,,,"(41.910583, -87.64479)"
80236,ELEC,ONE SOUTH WACKE OSW STATION #1,1 S Wacker Dr,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.881597,-87.636514,12/13/2023,12/12/2023 06:18:47 PM +0000,,,,12/17/2016,,,,,"(41.881597, -87.636514)"
224650,ELEC,INTERPARK TOWER WEST,211 W Adams St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.879012,-87.634417,12/13/2023,12/12/2023 07:00:13 PM +0000,,,,07/30/2022,,,,,"(41.879012, -87.634417)"
33085,E85,City of Chicago FS#5,4833 W Sunnyside Ave,Sunnyside and Lamon,Chicago,IL,60630,,,E,,Private - Government only,,,,,,,,,,,,200-8,41.962551,-87.748808,09/14/2023,09/14/2023 09:01:49 AM +0000,LG,,,06/15/2008,,,,false,"(41.962551, -87.748808)"
151759,ELEC,Whole Foods Market Chicago Edgewater EWR,6009 North Broadway,,Chicago,IL,60660,,888-264-2208,E,,Public,Mon 12:00am - 11:59pm; Tue 12:00am - 11:59pm; Wed 12:00am - 11:59pm; Thu 12:00am - 11:59pm; Fri 12:00am - 11:59pm; Sat 12:00am - 11:59pm; Sun 12:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.991563,-87.6597735,12/13/2023,12/12/2023 07:26:56 PM +0000,,,,03/31/2018,,,,,"(41.991563, -87.6597735)"
309582,ELEC,UIC Parking Services Lot 9,501 South Morgan Street,,Chicago,IL,60612,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8748062,-87.6507875,12/13/2023,12/12/2023 06:02:51 PM +0000,,,,01/25/2023,,,,,"(41.8748062, -87.6507875)"
147816,ELEC,LPC,2330 North Clifton Avenue,The stations are installed on the ground level of the garage.,Chicago,IL,60614,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,41.9245874,-87.657365,12/13/2023,12/12/2023 06:06:38 PM +0000,,,,08/30/2016,,,,,"(41.9245874, -87.657365)"
309133,ELEC,530206 : 333 West Wacker Drive,333 West Wacker Drive,,Chicago,IL,60606,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,41.886053,-87.6359543,12/13/2023,12/12/2023 06:00:25 PM +0000,,,,12/12/2018,,,,,"(41.886053, -87.6359543)"
70908,LPG,U-Haul,4055 N Broadway St,,Chicago,IL,60613,,773-871-7155,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,41.955969,-87.651256,02/13/2023,02/14/2023 09:54:11 AM +0000,P,,,11/02/2015,,,true,,"(41.955969, -87.651256)"
102158,ELEC,3030 North Broadway - Tesla Supercharger,3030 North Broadway,,Chicago,IL,60657,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,41.937552,-87.644709,07/01/2023,07/14/2023 02:41:28 PM +0000,P,,,04/01/2018,,,,,"(41.937552, -87.644709)"
235113,ELEC,THE COOPER GATEWAY,720 S Wells St,,Chicago,IL,60607,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.87256,-87.633911,12/13/2023,12/12/2023 06:25:25 PM +0000,,,,10/26/2022,,,,,"(41.87256, -87.633911)"
147821,ELEC,430204 : X Chicago Apartments,710 West 14th Street,,Chicago,IL,60607,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,41.863604,-87.6453386,12/13/2023,12/12/2023 06:01:13 PM +0000,,,,01/25/2019,,,,,"(41.863604, -87.6453386)"
260948,ELEC,300 E. Randolph Unit #3,300 E. Randolph,,Chicago,IL,60601,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8846651,-87.6199166,12/13/2023,12/12/2023 06:02:14 PM +0000,,,,12/29/2022,,,,,"(41.8846651, -87.6199166)"
319631,ELEC,GRANDOHIO CONDO STATION 1,211 East Ohio Street,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.891997,-87.621655,12/13/2023,12/12/2023 07:11:59 PM +0000,,,,11/11/2023,,,,,"(41.891997, -87.621655)"
46807,ELEC,Berman Nissan - Chicago,4444 W Irving Park Rd,,Chicago,IL,60641,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,41.953751,-87.739697,06/09/2020,02/15/2023 04:45:41 PM +0000,P,,,01/31/2012,,,,,"(41.953751, -87.739697)"
251338,ELEC,Mac Management Co,640 N La Salle St,,Chicago,IL,60654,,,E,,Private,Contact station for hours of availability,,,,,,4,,,AMPUP,https://ampup.io/,GPS,41.8936332,-87.6329,02/13/2023,02/14/2023 09:54:11 AM +0000,P,,,12/02/2022,,,,,"(41.8936332, -87.6329)"
151741,ELEC,"Walgreens at 111 S Halsted St, Chicago",111 S Halsted St,,Chicago,IL,60661,,888-264-2208,E,,Public,Mon 12:00am - 11:59pm; Tue 12:00am - 11:59pm; Wed 12:00am - 11:59pm; Thu 12:00am - 11:59pm; Fri 12:00am - 11:59pm; Sat 12:00am - 11:59pm; Sun 12:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.880205,-87.6470495,12/13/2023,12/12/2023 07:26:41 PM +0000,,,,10/24/2019,,,,,"(41.880205, -87.6470495)"
205194,ELEC,INTERPARK LAKE & WELLS 2,614 N St Clair St,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.89315,-87.62299,12/13/2023,12/12/2023 06:54:44 PM +0000,,,,01/22/2022,,,,,"(41.89315, -87.62299)"
164167,ELEC,Chicago Travel Plaza - Tesla Supercharger,Building 840 Chicago O'Hare International Airport,,Chicago,IL,60666,,877-798-3752,E,,Public,24 hours daily,,,,,,,14,,Tesla,https://www.tesla.com/supercharger,GPS,41.998752,-87.888342,07/01/2023,07/14/2023 02:41:28 PM +0000,P,,,07/10/2020,,,,,"(41.998752, -87.888342)"
228119,ELEC,Walgreens,5625 N Ridge Ave,,Chicago,IL,60660,,877-455-3833,T,10/21/2023,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,41.984701,-87.660936,12/12/2023,12/12/2023 05:56:09 PM +0000,,,,03/07/2018,,,,,"(41.984701, -87.660936)"
146607,ELEC,5252 S CORNELL 5252 APARTMENTS,1600 E 53rd St,,Chicago,IL,60615,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.799683,-87.586296,12/13/2023,12/12/2023 06:32:57 PM +0000,,,,10/04/2019,,,,,"(41.799683, -87.586296)"
114162,ELEC,Atlantic Aviation MDW - Tesla Destination,6150 S Laramie Ave,,Chicago,IL,60638,,773-582-5720  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.780364,-87.752853,10/06/2022,01/18/2023 09:15:20 AM +0000,P,,,03/26/2018,,,,,"(41.780364, -87.752853)"
322522,ELEC,NORTHWESTERN ERIE GARAGE 1,328 E Ontario St,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.893823,-87.61955,12/13/2023,12/12/2023 07:12:01 PM +0000,,,,12/12/2023,,,,,"(41.893823, -87.61955)"
213406,ELEC,The Breakers at Edgewater Beach,5333 North Sheridan Road,,Chicago,IL,60640,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.9789646,-87.6545663,12/13/2023,12/12/2023 06:08:24 PM +0000,,,,12/14/2021,,,,,"(41.9789646, -87.6545663)"
171655,ELEC,3RD FLOOR GREENWAY-1,60 W Kinzie St,,Chicago,IL,60661,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.889364,-87.630328,12/13/2023,12/12/2023 06:09:35 PM +0000,,,,01/27/2021,,,,,"(41.889364, -87.630328)"
315856,E85,BP,4220 N Milwaukee Ave,,Chicago,IL,60641,,773-545-3300,E,,Public,24 hours daily,A Cash CREDIT D Debit M V,,,,,,,,,,200-8,41.95761,-87.75206,11/09/2023,11/09/2023 12:35:57 PM +0000,P,,,10/26/2023,,,,true,"(41.95761, -87.75206)"
313657,ELEC,530201 - NMH-441 E. Ontario,441 East Ontario Street,,Chicago,IL,60611,,888-998-2546,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,41.893233,-87.615834,12/12/2023,12/12/2023 05:59:30 PM +0000,,,,10/13/2023,,,,,"(41.893233, -87.615834)"
151754,ELEC,AMC Ford City 14,4700 W 77Th St,,Chicago,IL,60652,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.753993,-87.733809,12/13/2023,12/12/2023 07:28:48 PM +0000,,,,12/16/2018,,,,,"(41.753993, -87.733809)"
202797,ELEC,INTERPARK 181N DEARBORN 1,181 N Dearborn St,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.885269,-87.629082,12/13/2023,12/12/2023 06:54:50 PM +0000,,,,12/18/2021,,,,,"(41.885269, -87.629082)"
185439,ELEC,ADVOCATE IL MASONIC 1,3011 N Dayton St,,Chicago,IL,60657,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.93669,-87.65024,12/13/2023,12/12/2023 06:48:08 PM +0000,,,,02/27/2021,,,,,"(41.93669, -87.65024)"
73954,ELEC,71086 900910,900 N Lake Shore Dr,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.899474,-87.619448,12/13/2023,12/12/2023 06:14:54 PM +0000,,,,03/04/2016,,,,,"(41.899474, -87.619448)"
189176,ELEC,McDonalds 6676,600 N Clark,,Chicago,IL,60610,,888-998-2546,T,09/11/2023,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,41.892786,-87.631728,12/13/2023,12/12/2023 06:01:01 PM +0000,,,,05/04/2021,,,,,"(41.892786, -87.631728)"
205430,ELEC,Cityfront Place Garage - Floor 2 Right,400 N. McClurg Court,Located in the 2nd floor of the parking garage to the south of the elevators. This is the charging station on the right side.,Chicago,IL,60611,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8891899,-87.6181012,12/13/2023,12/12/2023 06:08:14 PM +0000,,,,12/22/2021,,,,,"(41.8891899, -87.6181012)"
260477,ELEC,PNC Centre at One North Franklin,North Franklin Street,,Chicago,IL,60606,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8857555,-87.6353777,12/13/2023,12/12/2023 06:02:14 PM +0000,,,,12/05/2019,,,,,"(41.8857555, -87.6353777)"
171743,ELEC,PARKING GARAGE P3 NGW,111 S Wacker Dr,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.880395,-87.636583,12/13/2023,12/12/2023 06:14:11 PM +0000,,,,01/27/2021,,,,,"(41.880395, -87.636583)"
226281,ELEC,Plant Chicago,4459 S Marshfield Ave,,Chicago,IL,60609,,,E,,Public,24 hours daily,A ACCOUNT_BALANCE CREDIT D Debit M V,,,,,2,,,EVMATCH,https://www.evmatch.com,GPS,41.8123625,-87.6659539,09/14/2023,09/14/2023 09:01:49 AM +0000,P,,,10/29/2021,,,,,"(41.8123625, -87.6659539)"
158351,ELEC,Walgreens L2,1520 W Fullerton Ave,,Chicago,IL,60614,,773-929-6968,T,12/15/2023,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Non-Networked,,GPS,41.925715,-87.666226,01/10/2023,02/14/2023 09:54:11 AM +0000,P,,,05/29/2020,,,,,"(41.925715, -87.666226)"
151751,ELEC,Jewel Osco #3514 3531 Broadway	Chicago	IL,3531 North Broadway,,Chicago,IL,60657,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.9469465,-87.6465385,12/13/2023,12/12/2023 07:28:38 PM +0000,,,,08/30/2019,,,,,"(41.9469465, -87.6465385)"
167749,ELEC,LEFT BANK CS STATION 1,300 N Canal St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.887215,-87.640641,12/13/2023,12/12/2023 06:43:14 PM +0000,,,,10/24/2020,,,,,"(41.887215, -87.640641)"
46806,ELEC,Berman Nissan - Chicago,4444 W Irving Park Rd,,Chicago,IL,60641,,,E,,Public - Call ahead,Dealership business hours; contact 773-282-6200 for more information,,,,,,1,,,Non-Networked,,200-9,41.953751,-87.739697,06/09/2020,02/15/2023 04:45:41 PM +0000,P,,,01/31/2012,,,,,"(41.953751, -87.739697)"
214241,ELEC,McCarthy Ford,11400 S. Pulaski Road,,Chicago,IL,60655,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,41.685101,-87.720354,12/13/2023,12/12/2023 06:03:23 PM +0000,,,,04/18/2022,,,,,"(41.685101, -87.720354)"
202793,ELEC,INTERPARK 341 S WELLS 2,308 S Wells St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.877536,-87.63426,12/13/2023,12/12/2023 06:54:48 PM +0000,,,,12/18/2021,,,,,"(41.877536, -87.63426)"
236277,ELEC,PARKING B LOT B FLOOR8 #1,259 E Erie St,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.893691,-87.620953,12/13/2023,12/12/2023 06:11:53 PM +0000,,,,11/18/2022,,,,,"(41.893691, -87.620953)"
171561,ELEC,"CFP II, LLC 204",240 E Illinois St,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.891099,-87.621074,12/13/2023,12/12/2023 06:11:49 PM +0000,,,,01/27/2021,,,,,"(41.891099, -87.621074)"
114163,ELEC,AC Hotel Chicago Downtown - Tesla Destination,630 N Rush St,,Chicago,IL,60611,,312-981-6600  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.893499,-87.625498,10/06/2022,01/18/2023 09:15:20 AM +0000,P,,,05/12/2014,,,,,"(41.893499, -87.625498)"
202792,ELEC,INTERPARK ADAMWABASH 2,17 E Adams St,,Chicago,IL,60603,,888-758-4389,T,11/07/2023,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.879251,-87.626887,12/13/2023,12/12/2023 06:54:45 PM +0000,,,,12/18/2021,,,,,"(41.879251, -87.626887)"
169699,ELEC,Best Western - Hawthorne Terrace,3434 N Broadway Ave,,Chicago,IL,60657,,773-244-3434,E,,Public,24 hours daily,,,,,,1,,,AMPUP,https://ampup.io/,200-9,41.944195,-87.645488,09/10/2021,06/05/2023 08:19:04 AM +0000,P,,,12/01/2020,,,,,"(41.944195, -87.645488)"
149698,ELEC,Illinois Institute of Technology,3201 S State St,Located in visitor lot A4. Northeast Corner of 32nd and State Street,Chicago,IL,60616,,312-567-8968,E,,Private,For fleet and employee use only,,,,,,2,,,Non-Networked,,GPS,41.83545303,-87.62598419,01/10/2023,02/14/2023 09:54:11 AM +0000,P,,,03/16/2012,,,,,"(41.83545303, -87.62598419)"
236214,ELEC,THE COOPER STATION 2,720 S Wells St,,Chicago,IL,60607,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.872568,-87.633825,12/13/2023,12/12/2023 06:25:58 PM +0000,,,,11/17/2022,,,,,"(41.872568, -87.633825)"
33088,E85,City of Chicago FS#7,10000 W Montrose Ave,O'Hare Airport,Chicago,IL,60666,,,E,,Private - Government only,,,,,,,,,,,,GPS,41.95940310555005,-87.83946993386843,09/14/2023,09/14/2023 09:01:49 AM +0000,LG,,,06/15/2008,,,,false,"(41.95940310555005, -87.83946993386843)"
173550,ELEC,UNITED ORD LOT UNITED 2,5600 Bessie Coleman Dr,,Chicago,IL,60666,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.981303,-87.888644,12/13/2023,12/12/2023 06:27:22 PM +0000,,,,01/27/2021,,,,,"(41.981303, -87.888644)"
117262,ELEC,Northwestern Memorial HealthCare,425 E Erie St,,Chicago,IL,60611,,,E,,Private,,,,,,,4,,,Non-Networked,,200-9,41.894144,-87.617133,09/10/2021,02/15/2023 04:45:41 PM +0000,P,,,09/20/2018,,,,,"(41.894144, -87.617133)"
255101,ELEC,Gaertner Residences,1201 W Wrightwood Ave,,Chicago,IL,60614,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,41.928589,-87.658746,12/13/2023,12/12/2023 06:04:52 PM +0000,,,,12/13/2022,,,,,"(41.928589, -87.658746)"
253559,ELEC,Water Tower Place DCFC,835 N Michigan Ave,,Chicago,IL,60611,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 8:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,,1,,Volta,https://voltacharging.com/,GPS,41.8981545,-87.6225114,12/13/2023,12/12/2023 07:27:46 PM +0000,,,,02/08/2023,,,,,"(41.8981545, -87.6225114)"
152182,ELEC,United Center East Entrance,1901 West Madison St,,Chicago,IL,60612,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.880715,-87.672479,12/13/2023,12/12/2023 07:27:06 PM +0000,,,,01/20/2020,,,,,"(41.880715, -87.672479)"
